step,layer,hops,path_mass,route_divergence,relation_residual,relation_shuffled,relation_coverage,sources
0,0,1,0.37673387,,,,0.0,"[[133, "" […]\n\n"", 0.008124971762299538], [360, "","", 0.007364038378000259], [393, ""."", 0.006794879212975502]]"
1,0,1,0.33285683,,,,0.0,"[[360, "","", 0.008153535425662994], [378, "" and"", 0.006741615012288094], [393, ""."", 0.006528798490762711]]"
2,0,1,0.30033347,,0.0,0.0019284813897684216,1.0,"[[360, "","", 0.010160770267248154], [378, "" and"", 0.007495790719985962], [396, "" T"", 0.007162518799304962]]"
3,0,1,0.38515526,,0.0,0.0,1.0,"[[360, "","", 0.010586589574813843], [393, ""."", 0.008621200919151306], [378, "" and"", 0.007200084626674652]]"
4,0,1,0.353456,,0.0,0.0,1.0,"[[360, "","", 0.008630886673927307], [393, ""."", 0.008513286709785461], [378, "" and"", 0.006720678880810738]]"
5,0,1,0.35313278,,0.0,0.039327286183834076,1.0,"[[393, ""."", 0.009303832426667213], [360, "","", 0.009004402905702591], [378, "" and"", 0.007146716117858887]]"
6,0,1,0.30594373,,0.06192421913146973,0.11700057983398438,1.0,"[[360, "","", 0.008831435814499855], [393, ""."", 0.006535938009619713], [378, "" and"", 0.005544684827327728]]"
7,0,1,0.3759084,,0.0,0.01196832861751318,1.0,"[[360, "","", 0.010854214429855347], [393, ""."", 0.00906413234770298], [382, ""."", 0.006857689470052719]]"
8,0,1,0.3196228,,0.002871472155675292,0.0270247720181942,1.0,"[[360, "","", 0.009853599593043327], [393, ""."", 0.007216181606054306], [378, "" and"", 0.006552360951900482]]"
9,0,1,0.37195098,,0.001741371350362897,0.016005488112568855,1.0,"[[360, "","", 0.010317780077457428], [393, ""."", 0.007509913295507431], [382, ""."", 0.006327616050839424]]"
10,0,1,0.34704286,,0.0216542836278677,0.06886918097734451,1.0,"[[360, "","", 0.010141178965568542], [149, "","", 0.006015211343765259], [208, "","", 0.005742944777011871]]"
11,0,1,0.34697977,,0.009354994632303715,0.03358638286590576,1.0,"[[360, "","", 0.009929504245519638], [375, ""."", 0.006738979369401932], [393, ""."", 0.006526106968522072]]"
12,0,1,0.36036402,,0.01807468943297863,0.05674244463443756,1.0,"[[360, "","", 0.011211588978767395], [149, "","", 0.007905282080173492], [375, ""."", 0.007035896182060242]]"
13,0,1,0.33479974,,0.0014530881308019161,0.0120385205373168,1.0,"[[360, "","", 0.009538520127534866], [378, "" and"", 0.006682511419057846], [375, ""."", 0.006058664992451668]]"
14,0,1,0.321078,,0.0014764383668079972,0.021104948595166206,1.0,"[[360, "","", 0.009183123707771301], [378, "" and"", 0.006901487708091736], [393, ""."", 0.00586671382188797]]"
