step,layer,shift,revisit,dispersion,disagreement,effective_rank
0,0,,,5.833322393415539,0.8840894701410811,3.38944643340486
0,1,,,6.202803330208161,0.719455491339783,3.1428624111409866
0,2,,,6.17491989147088,0.636553817148533,2.874425010373998
0,3,,,6.20206333518842,0.6427888833874089,2.8913651301568613
0,4,,,5.721084857205739,0.6285596716671886,2.7899172372533805
0,5,,,5.615093206001003,0.7170723412098692,3.058851516092642
0,6,,,5.58895854642149,0.7446272559204807,3.114493896645643
0,7,,,5.158111106511608,0.5203339694328246,2.4001773531019968
0,8,,,4.6745275777261295,0.554764572701246,2.402625989328252
0,9,,,4.72489252664324,0.7166999406232613,2.8878249503908293
0,10,,,4.658893300259435,0.7137433678790517,2.9272034924410217
0,11,,,4.388685355553689,0.6142966124833888,2.5118844679076044
0,12,,,4.520919486319888,0.44546372482672947,2.1125375823226986
0,13,,,4.2654350470309375,0.534608975989892,2.3814115094825974
0,14,,,4.506471988431572,0.7690915412351638,3.0896252643033906
0,15,,,4.557063129468289,1.0379285132465936,4.026312055506622
0,16,,,4.7193224167905665,0.8158544464399098,3.2873469083641336
0,17,,,4.920682588212719,0.9206980778481704,3.584671190047498
0,18,,,5.61665672895999,0.6816005315500764,2.8784338679332606
0,19,,,5.838168319334738,0.7091197302930698,2.978781309404708
0,20,,,5.818645231197895,0.754895102838133,3.1918602878753792
0,21,,,5.540444041596703,0.9018589033658815,3.731513586913211
0,22,,,5.480060110561304,0.8440314825802986,3.3999275743754143
0,23,,,5.9346701296514635,0.7589038519904765,3.1468705684818197
0,24,,,5.63209348964868,0.8455114068602994,3.4541456147257112
0,25,,,5.647059799350766,0.9179324102800548,3.8209429304105784
0,26,,,5.284261893108323,0.88686844797604,3.577422237717059
0,27,,,5.596596026099638,0.8959533749115174,3.548827670502046
0,28,,,5.687989487480241,0.9646244064715468,3.965679229509337
0,29,,,5.972059266731684,0.7707062075509512,3.183547744404553
0,30,,,5.523097302015294,0.8961582295415829,3.5889338275973888
0,31,,,5.7891217121753265,0.9133025939824044,3.7712235728200914
1,0,11.245959325250702,,5.900262827018201,0.7088835037234738,2.802497582103378
1,1,10.75773697100694,,6.168956952055982,0.735615914819209,3.235659961423483
1,2,11.346693984819751,,6.107965769166244,0.7551496321013182,3.2150576381166145
1,3,11.77346587069424,,6.3619902938845065,0.5708385178884958,2.6656944815509194
1,4,10.114963590674964,,5.7539250742835995,0.7040842369687086,3.071419370740382
1,5,15.561501520913808,,5.8584119773074645,0.701732779151965,2.9670790806605423
1,6,17.398863665289472,,5.799892089589271,0.6995064069348533,3.0397351885501536
1,7,15.999341548528388,,5.451690134565541,0.5285183748326157,2.4893303053447724
